,emotions_val_acc,emotions_val_auc,emotions_test_acc,emotions_test_auc,vocab_limit,stem,lower,max_seq_len
0,0.3709999918937683,0.735407829284668,0.3955000042915344,0.7473726272583008,100,True,True,100
1,0.35749998688697815,0.7294840812683105,0.3790000081062317,0.7390613555908203,100,True,True,200
