,emotions_val_acc,emotions_val_auc,emotions_test_acc,emotions_test_auc,vocab_limit,stem,lower
0,0.762499988079071,0.9460287094116211,0.7584999799728394,0.9481697082519531,100,True,True
1,0.7994999885559082,0.9446865320205688,0.8105000257492065,0.9507416486740112,100,False,True
2,0.8224999904632568,0.9549357891082764,0.8149999976158142,0.9581640362739563,500,True,True
3,0.7879999876022339,0.9480017423629761,0.784500002861023,0.9469592571258545,500,False,True
4,0.7944999933242798,0.9466356635093689,0.7894999980926514,0.9449190497398376,1000,True,True
5,0.7599999904632568,0.9400028586387634,0.7484999895095825,0.9322350025177002,1000,False,True
