,emotions_val_acc,emotions_val_auc,emotions_test_acc,emotions_test_auc,vocab_limit,stem,lower,max_seq_len
0,0.3774999976158142,0.7325877547264099,0.38350000977516174,0.7429406046867371,1000,True,True,100
1,0.38350000977516174,0.7335677146911621,0.39500001072883606,0.742605984210968,1000,True,True,200
2,0.37599998712539673,0.7334557771682739,0.3869999945163727,0.744433581829071,2000,True,True,100
3,0.3720000088214874,0.7316842079162598,0.382999986410141,0.7422150373458862,2000,True,True,200
4,0.3675000071525574,0.7314346432685852,0.3790000081062317,0.7380046844482422,5000,True,True,100
5,0.3610000014305115,0.7299924492835999,0.36649999022483826,0.7385895252227783,5000,True,True,200
