,emotions_val_acc,emotions_val_auc,emotions_test_acc,emotions_test_auc,vocab_limit,stem,lower
0,0.3569999933242798,0.7222074866294861,0.3644999861717224,0.7300609946250916,100,True,True
1,0.9129999876022339,0.9920768737792969,0.9054999947547913,0.9918975830078125,100,False,True
2,0.9079999923706055,0.9927399158477783,0.906499981880188,0.9906846880912781,500,True,True
3,0.8849999904632568,0.9858276844024658,0.8845000267028809,0.9873248934745789,500,False,True
4,0.3695000112056732,0.7308315634727478,0.37450000643730164,0.7338622808456421,1000,True,True
5,0.9200000166893005,0.9911117553710938,0.9135000109672546,0.9924784898757935,1000,False,True
